instances,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints
instances/asp/data/riposte/sparkskein/ce/procedure_skein_start_new_type_3_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0054,1.0,0.0,0.0,0.0,0.0,0.0,1.0,366.0,0.0,0.0,367.0,367.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_1_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_1_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_1_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_1_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_1_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_2_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_2_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C10_ce.asp.ground,0.3663,0.6299,0.0807,0.2658,0.6224,0.0427,1.0,1124.0,654.0,470.0,2292.0,2.0391,6257.0,7275.0,0.0,0.0,12603.0,11675.0,664.0,264.0,0.0,0.9264,0.0527,0.0209,0.0,17736.0,3676.0,2400.0,11660.0,0.2073,0.1353,0.6574,1569.0,394.0,329.0,0.6846,0.1719,0.1435
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C11_ce.asp.ground,0.3663,0.6299,0.0807,0.2658,0.6224,0.0427,1.0,1124.0,654.0,470.0,2292.0,2.0391,6257.0,7275.0,0.0,0.0,12603.0,11675.0,664.0,264.0,0.0,0.9264,0.0527,0.0209,0.0,17736.0,3676.0,2400.0,11660.0,0.2073,0.1353,0.6574,1569.0,394.0,329.0,0.6846,0.1719,0.1435
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C12_ce.asp.ground,0.3668,0.6295,0.0807,0.2662,0.6216,0.0427,1.0,1126.0,656.0,470.0,2300.0,2.0426,6253.0,7265.0,0.0,0.0,12599.0,11675.0,660.0,264.0,0.0,0.9267,0.0524,0.021,0.0,17702.0,3668.0,2393.0,11641.0,0.2072,0.1352,0.6576,1575.0,393.0,332.0,0.6848,0.1709,0.1443
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C13_ce.asp.ground,0.3668,0.6295,0.0807,0.2662,0.6216,0.0427,1.0,1126.0,656.0,470.0,2300.0,2.0426,6253.0,7265.0,0.0,0.0,12599.0,11675.0,660.0,264.0,0.0,0.9267,0.0524,0.021,0.0,17702.0,3668.0,2393.0,11641.0,0.2072,0.1352,0.6576,1575.0,393.0,332.0,0.6848,0.1709,0.1443
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C7_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C8_ce.asp.ground,0.3663,0.6299,0.0807,0.2658,0.6224,0.0427,1.0,1124.0,654.0,470.0,2292.0,2.0391,6257.0,7275.0,0.0,0.0,12603.0,11675.0,664.0,264.0,0.0,0.9264,0.0527,0.0209,0.0,17736.0,3676.0,2400.0,11660.0,0.2073,0.1353,0.6574,1569.0,394.0,329.0,0.6846,0.1719,0.1435
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_3_C9_ce.asp.ground,0.3663,0.6299,0.0807,0.2658,0.6224,0.0427,1.0,1124.0,654.0,470.0,2292.0,2.0391,6257.0,7275.0,0.0,0.0,12603.0,11675.0,664.0,264.0,0.0,0.9264,0.0527,0.0209,0.0,17736.0,3676.0,2400.0,11660.0,0.2073,0.1353,0.6574,1569.0,394.0,329.0,0.6846,0.1719,0.1435
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C10_ce.asp.ground,0.3663,0.6299,0.0807,0.2658,0.6224,0.0427,1.0,1124.0,654.0,470.0,2292.0,2.0391,6257.0,7275.0,0.0,0.0,12603.0,11675.0,664.0,264.0,0.0,0.9264,0.0527,0.0209,0.0,17736.0,3676.0,2400.0,11660.0,0.2073,0.1353,0.6574,1569.0,394.0,329.0,0.6846,0.1719,0.1435
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C11_ce.asp.ground,0.3663,0.6299,0.0807,0.2658,0.6224,0.0427,1.0,1124.0,654.0,470.0,2292.0,2.0391,6257.0,7275.0,0.0,0.0,12603.0,11675.0,664.0,264.0,0.0,0.9264,0.0527,0.0209,0.0,17736.0,3676.0,2400.0,11660.0,0.2073,0.1353,0.6574,1569.0,394.0,329.0,0.6846,0.1719,0.1435
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C12_ce.asp.ground,0.3668,0.6295,0.0807,0.2662,0.6216,0.0427,1.0,1126.0,656.0,470.0,2300.0,2.0426,6253.0,7265.0,0.0,0.0,12599.0,11675.0,660.0,264.0,0.0,0.9267,0.0524,0.021,0.0,17702.0,3668.0,2393.0,11641.0,0.2072,0.1352,0.6576,1575.0,393.0,332.0,0.6848,0.1709,0.1443
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C13_ce.asp.ground,0.3668,0.6295,0.0807,0.2662,0.6216,0.0427,1.0,1126.0,656.0,470.0,2300.0,2.0426,6253.0,7265.0,0.0,0.0,12599.0,11675.0,660.0,264.0,0.0,0.9267,0.0524,0.021,0.0,17702.0,3668.0,2393.0,11641.0,0.2072,0.1352,0.6576,1575.0,393.0,332.0,0.6848,0.1709,0.1443
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C3_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C4_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C5_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C6_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C7_ce.asp.ground,0.3664,0.6154,0.0571,0.3026,0.5907,0.0176,1.0,994.0,783.0,211.0,2368.0,2.3823,7949.0,9181.0,0.0,0.0,15893.0,14711.0,1050.0,132.0,0.0,0.9256,0.0661,0.0083,0.0,22454.0,4729.0,3240.0,14485.0,0.2106,0.1443,0.6451,1576.0,459.0,333.0,0.6655,0.1938,0.1406
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C8_ce.asp.ground,0.3663,0.6299,0.0807,0.2658,0.6224,0.0427,1.0,1124.0,654.0,470.0,2292.0,2.0391,6257.0,7275.0,0.0,0.0,12603.0,11675.0,664.0,264.0,0.0,0.9264,0.0527,0.0209,0.0,17736.0,3676.0,2400.0,11660.0,0.2073,0.1353,0.6574,1569.0,394.0,329.0,0.6846,0.1719,0.1435
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_4_C9_ce.asp.ground,0.3663,0.6299,0.0807,0.2658,0.6224,0.0427,1.0,1124.0,654.0,470.0,2292.0,2.0391,6257.0,7275.0,0.0,0.0,12603.0,11675.0,664.0,264.0,0.0,0.9264,0.0527,0.0209,0.0,17736.0,3676.0,2400.0,11660.0,0.2073,0.1353,0.6574,1569.0,394.0,329.0,0.6846,0.1719,0.1435
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_5_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_5_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_6_C1_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_threefish_block_6_C2_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.0047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C10_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C11_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C12_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C13_ce.asp.ground,0.3763,0.5994,0.0606,0.2928,0.6168,0.0247,1.0,1522.0,1047.0,475.0,3466.0,2.2773,10958.0,12697.0,0.0,0.0,22057.0,20595.0,1196.0,266.0,0.0,0.9337,0.0542,0.0121,0.0,26493.0,5587.0,3451.0,17455.0,0.2109,0.1303,0.6589,2349.0,590.0,527.0,0.6777,0.1702,0.152
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C14_ce.asp.ground,0.3866,0.5947,0.0613,0.3021,0.6065,0.025,1.0,1521.0,1046.0,475.0,3462.0,2.2761,10702.0,12441.0,0.0,0.0,21801.0,20467.0,1068.0,266.0,0.0,0.9388,0.049,0.0122,0.0,25149.0,5331.0,3132.0,16686.0,0.212,0.1245,0.6635,2346.0,590.0,526.0,0.6776,0.1704,0.1519
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C15_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C16_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C17_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C18_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C19_ce.asp.ground,0.3761,0.5996,0.0606,0.2925,0.6171,0.0246,1.0,1522.0,1047.0,475.0,3466.0,2.2773,10967.0,12707.0,0.0,0.0,22073.0,20609.0,1198.0,266.0,0.0,0.9337,0.0543,0.0121,0.0,26488.0,5585.0,3449.0,17454.0,0.2109,0.1302,0.6589,2349.0,590.0,527.0,0.6777,0.1702,0.152
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C1_ce.asp.ground,0.3847,0.5919,0.0609,0.3055,0.6017,0.0263,1.0,1522.0,1047.0,475.0,3466.0,2.2773,10250.0,11783.0,0.0,0.0,20693.0,19359.0,1068.0,266.0,0.0,0.9355,0.0516,0.0129,0.0,26398.0,5574.0,3582.0,17242.0,0.2112,0.1357,0.6532,2349.0,590.0,527.0,0.6777,0.1702,0.152
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C20_ce.asp.ground,0.3864,0.5949,0.0613,0.3018,0.6069,0.0249,1.0,1521.0,1046.0,475.0,3462.0,2.2761,10711.0,12451.0,0.0,0.0,21817.0,20481.0,1070.0,266.0,0.0,0.9388,0.049,0.0122,0.0,25144.0,5329.0,3130.0,16685.0,0.2119,0.1245,0.6636,2346.0,590.0,526.0,0.6776,0.1704,0.1519
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C21_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C22_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C23_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C24_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C25_ce.asp.ground,0.3763,0.5994,0.0606,0.2928,0.6168,0.0247,1.0,1522.0,1047.0,475.0,3466.0,2.2773,10958.0,12697.0,0.0,0.0,22057.0,20595.0,1196.0,266.0,0.0,0.9337,0.0542,0.0121,0.0,26492.0,5587.0,3451.0,17454.0,0.2109,0.1303,0.6588,2349.0,590.0,527.0,0.6777,0.1702,0.152
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C26_ce.asp.ground,0.3866,0.5947,0.0613,0.3021,0.6065,0.025,1.0,1521.0,1046.0,475.0,3462.0,2.2761,10702.0,12441.0,0.0,0.0,21801.0,20467.0,1068.0,266.0,0.0,0.9388,0.049,0.0122,0.0,25148.0,5331.0,3132.0,16685.0,0.212,0.1245,0.6635,2346.0,590.0,526.0,0.6776,0.1704,0.1519
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C27_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C28_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C29_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C2_ce.asp.ground,0.3958,0.5868,0.0617,0.3156,0.5906,0.0266,1.0,1521.0,1046.0,475.0,3462.0,2.2761,9994.0,11527.0,0.0,0.0,20437.0,19231.0,940.0,266.0,0.0,0.941,0.046,0.013,0.0,25054.0,5318.0,3263.0,16473.0,0.2123,0.1302,0.6575,2346.0,590.0,526.0,0.6776,0.1704,0.1519
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C30_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C31_ce.asp.ground,0.3761,0.5996,0.0606,0.2925,0.6171,0.0246,1.0,1522.0,1047.0,475.0,3466.0,2.2773,10967.0,12707.0,0.0,0.0,22073.0,20609.0,1198.0,266.0,0.0,0.9337,0.0543,0.0121,0.0,26487.0,5585.0,3449.0,17453.0,0.2109,0.1302,0.6589,2349.0,590.0,527.0,0.6777,0.1702,0.152
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C32_ce.asp.ground,0.3864,0.5949,0.0613,0.3018,0.6069,0.0249,1.0,1521.0,1046.0,475.0,3462.0,2.2761,10711.0,12451.0,0.0,0.0,21817.0,20481.0,1070.0,266.0,0.0,0.9388,0.049,0.0122,0.0,25143.0,5329.0,3130.0,16684.0,0.2119,0.1245,0.6636,2346.0,590.0,526.0,0.6776,0.1704,0.1519
instances/asp/data/riposte/sparkskein/ce/procedure_update_context_1_C33_ce.asp.ground,1.0,1.0,1.0,0.0,0.0,0.005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,0.0,0.0,397.0,397.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
