instance,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints,Choices-1,Conflicts/Choices-1,Avg_Conflict_Levels-1,Avg_LBD_Levels-1,Learnt_from_Conflict-1,Learnt_from_Loop-1,Frac_Learnt_from_Conflict-1,Frac_Learnt_from_Loop-1,Literals_in_Conflict_Nogoods-1,Literals_in_Loop_Nogoods-1,Frac_Literals_in_Conflict_Nogoods-1,Frac_Literals_in_Loop_Nogoods-1,Removed_Nogoods-1,Learnt_Binary-1,Learnt_Ternary-1,Learnt_Others-1,Frac_Removed_Nogood-1,Frac_Learnt_Binary-1,Frac_Learnt_Ternary-1,Frac_Learnt_Others-1,Skipped_Levels_while_Backjumping-1,Avg_Skipped_Levels_while_Backjumping-1,Longest_Backjumping-1,Running_Avg_Conflictlevel-1,Running_Avg_LBD-1
instances/asp/data/potassco-suite/laby/laby_12_12_02.lp,1,0.0555,0.9562,0.0279,0.1301,0.7138,0.0004,0,62675,62505,170,229464,3.6612,54118,20632,12,15925,62721,62685,24,12,0,0.9994,0.0004,0.0002,0.0,24550,8813,897,14840,0.359,0.0365,0.6045,167389,44952,17123,0.7295,0.1959,0.0746,7105,0.0721,132.4941,4.9297,512,2072,0.1981,0.8019,25884,166157,0.1348,0.8652,0,70,40,2474,0.0,0.0271,0.0155,0.9574,7075,13.8184,466,43.85,5.26
instances/asp/data/potassco-suite/laby/laby_13_13_18.lp,1,0.0535,0.9564,0.026,0.1288,0.7168,0.0003,0,80090,79893,197,293499,3.6646,69071,26001,13,20360,79903,79864,26,13,0,0.9995,0.0003,0.0002,0.0,30632,11020,1017,18595,0.3598,0.0332,0.607,214111,57520,21868,0.7295,0.196,0.0745,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/laby/laby_15_15_09.lp,1,0.0498,0.9569,0.0224,0.1256,0.7226,0.0003,0,124042,123785,257,455228,3.67,106897,39335,15,31640,123063,123018,30,15,0,0.9996,0.0002,0.0001,0.0,45673,16465,1370,27838,0.3605,0.03,0.6095,332116,89253,33859,0.7296,0.1961,0.0744,7120,0.0719,703.7461,9.3086,512,1989,0.2047,0.7953,9941,343728,0.0281,0.9719,0,17,46,2438,0.0,0.0068,0.0184,0.9748,6609,12.9082,1079,538.67,8.66
instances/asp/data/potassco-suite/laby/laby_17_17_05.lp,1,0.0472,0.9572,0.0199,0.1238,0.7262,0.0002,0,181550,181225,325,667123,3.6746,156374,56617,17,46412,179552,179501,34,17,0,0.9997,0.0002,0.0001,0.0,65068,23492,1786,39790,0.361,0.0274,0.6115,486763,130761,49599,0.7296,0.196,0.0743,20760,0.0247,395.3047,7.2188,512,3641,0.1233,0.8767,19484,537434,0.035,0.965,0,63,56,4034,0.0,0.0152,0.0135,0.9713,20564,40.1641,1533,198.84,4.44
instances/asp/data/potassco-suite/laby/laby_11_11_15.lp,1,0.058,0.9558,0.0304,0.1319,0.7102,0.0005,0,48011,47866,145,175580,3.6571,41502,16066,11,12168,48227,48194,22,11,0,0.9993,0.0005,0.0002,0.0,19333,6918,764,11651,0.3578,0.0395,0.6026,128075,34405,13100,0.7294,0.196,0.0746,4166,0.1229,51.4648,5.7617,512,600,0.4604,0.5396,46898,37558,0.5553,0.4447,0,56,18,1038,0.0,0.0504,0.0162,0.9335,4147,8.0996,238,27.49,3.42
instances/asp/data/potassco-suite/laby/laby_22_22_12.lp,1,0.0425,0.9577,0.0152,0.1198,0.7338,0.0001,0,396780,396250,530,1460455,3.6808,341480,120100,22,101891,389692,389626,44,22,0,0.9998,0.0001,0.0001,0.0,135487,48987,3109,83391,0.3616,0.0229,0.6155,1065655,286471,108329,0.7297,0.1962,0.0742,25561,0.02,1449.2656,15.5742,512,10912,0.0448,0.9552,118636,14967396,0.0079,0.9921,0,35,66,11323,0.0,0.0031,0.0058,0.9912,25518,49.8398,6953,71.24,5.69
instances/asp/data/potassco-suite/laby/laby_12_12_11.lp,1,0.0557,0.9562,0.0281,0.1305,0.7133,0.0004,0,62713,62543,170,229616,3.6614,54125,20645,12,15927,62770,62734,24,12,0,0.9994,0.0004,0.0002,0.0,24540,8823,870,14847,0.3595,0.0355,0.605,167503,44976,17137,0.7295,0.1959,0.0746,6129,0.0835,70.9004,4.1035,512,1592,0.2433,0.7567,12658,149735,0.0779,0.9221,0,65,60,1979,0.0,0.0309,0.0285,0.9406,6092,11.8984,315,44.19,4.44
instances/asp/data/potassco-suite/laby/laby_21_21_18.lp,1,0.0433,0.9576,0.016,0.1205,0.7324,0.0001,0,344717,344232,485,1268583,3.6801,296748,104858,21,88474,339038,338975,42,21,0,0.9998,0.0001,0.0001,0.0,118685,42898,2856,72931,0.3614,0.0241,0.6145,925672,248759,94152,0.7297,0.1961,0.0742,8166,0.0627,1773.8828,21.1738,512,5930,0.0795,0.9205,191331,3517344,0.0516,0.9484,0,11,4,6427,0.0,0.0017,0.0006,0.9977,4126,8.0586,1494,2677.75,12.84
instances/asp/data/potassco-suite/laby/laby_21_21_08.lp,1,0.0431,0.9576,0.0157,0.1201,0.7331,0.0001,0,344349,343864,485,1266982,3.6794,296451,104723,21,88392,338419,338356,42,21,0,0.9998,0.0001,0.0001,0.0,118582,42825,2848,72909,0.3611,0.024,0.6148,924439,248603,93940,0.7296,0.1962,0.0741,30439,0.0168,2166.2637,18.7656,512,8212,0.0587,0.9413,155425,6377895,0.0238,0.9762,0,12,15,8697,0.0,0.0014,0.0017,0.9969,30407,59.3887,4760,1480.91,4.22
instances/asp/data/potassco-suite/laby/laby_12_12_03.lp,1,0.0559,0.9563,0.0284,0.131,0.7126,0.0004,0,62820,62650,170,230012,3.6614,54170,20672,12,15937,62885,62849,24,12,0,0.9994,0.0004,0.0002,0.0,24506,8822,835,14849,0.36,0.0341,0.6059,167792,45029,17191,0.7295,0.1958,0.0747,5302,0.0966,51.7969,5.4824,512,752,0.4051,0.5949,19119,45549,0.2956,0.7044,0,41,57,1166,0.0,0.0324,0.0451,0.9225,5294,10.3398,347,18.75,3.77
instances/asp/data/potassco-suite/laby/laby_20_20_13.lp,1,0.0441,0.9575,0.0167,0.1212,0.7313,0.0001,0,297066,296624,442,1092760,3.6785,255732,90862,20,76189,292436,292376,40,20,0,0.9998,0.0001,0.0001,0.0,103175,37281,2538,63356,0.3613,0.0246,0.6141,797334,214278,81148,0.7297,0.1961,0.0743,33222,0.0154,716.7715,6.2637,512,4929,0.0941,0.9059,10398,1070472,0.0096,0.9904,0,69,90,5282,0.0,0.0127,0.0165,0.9708,33152,64.75,2852,171.43,4.0
instances/asp/data/potassco-suite/laby/laby_22_22_07.lp,1,0.0425,0.9577,0.0152,0.1198,0.7338,0.0001,0,396696,396166,530,1460146,3.6808,341398,120084,22,101860,389603,389537,44,22,0,0.9998,0.0001,0.0001,0.0,135483,48991,3088,83404,0.3616,0.0228,0.6156,1065430,286416,108300,0.7297,0.1962,0.0742,76191,0.0067,1446.3164,9.2051,512,9597,0.0506,0.9494,57653,15811552,0.0036,0.9964,0,58,61,9990,0.0,0.0057,0.006,0.9882,76095,148.623,6035,205.76,11.15
instances/asp/data/potassco-suite/laby/laby_13_13_09.lp,1,0.0535,0.9564,0.0261,0.129,0.7166,0.0003,0,80146,79949,197,293724,3.6649,69114,26016,13,20374,79974,79935,26,13,0,0.9995,0.0003,0.0002,0.0,30640,11030,1011,18599,0.36,0.033,0.607,214280,57556,21888,0.7295,0.196,0.0745,9876,0.0519,138.3938,4.1131,513,1225,0.2952,0.7048,9430,54098,0.1484,0.8516,0,61,63,1614,0.0,0.0351,0.0362,0.9287,9849,19.1988,668,47.42,3.27
instances/asp/data/potassco-suite/laby/laby_22_22_18.lp,1,0.0426,0.9577,0.0153,0.12,0.7335,0.0001,0,396814,396284,530,1460686,3.681,341500,120146,22,101907,389866,389800,44,22,0,0.9998,0.0001,0.0001,0.0,135552,49016,3110,83426,0.3616,0.0229,0.6155,1065852,286412,108422,0.7297,0.1961,0.0742,44847,0.0114,1301.0352,5.2207,512,6905,0.069,0.931,7145,2572119,0.0028,0.9972,0,32,42,7343,0.0,0.0043,0.0057,0.99,44686,87.2773,4589,224.4,4.14
instances/asp/data/potassco-suite/laby/laby_19_19_12.lp,1,0.0451,0.9574,0.0177,0.122,0.7297,0.0002,0,254473,254072,401,935773,3.6773,219059,78267,19,65178,250832,250775,38,19,0,0.9998,0.0002,0.0001,0.0,89130,32213,2234,54683,0.3614,0.0251,0.6135,682782,183532,69459,0.7296,0.1961,0.0742,2816,0.1818,1030.3926,20.4453,512,3598,0.1246,0.8754,134145,2024026,0.0622,0.9378,0,5,1,4104,0.0,0.0012,0.0002,0.9985,1796,3.5078,47,1026.31,14.04
instances/asp/data/potassco-suite/laby/laby_16_16_11.lp,1,0.0482,0.957,0.0208,0.1242,0.7252,0.0002,0,150671,150381,290,553271,3.672,129877,47379,16,38521,149182,149134,32,16,0,0.9997,0.0002,0.0001,0.0,54827,19762,1617,33448,0.3604,0.0295,0.6101,403656,108468,41147,0.7296,0.196,0.0744,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/laby/laby_17_17_07.lp,1,0.0471,0.9571,0.0196,0.1234,0.7269,0.0002,0,181291,180966,325,666103,3.6742,156226,56551,17,46370,179243,179192,34,17,0,0.9997,0.0002,0.0001,0.0,65098,23471,1849,39778,0.3605,0.0284,0.611,486002,130606,49495,0.7296,0.1961,0.0743,20579,0.0249,345.6797,5.3223,512,3959,0.1145,0.8855,16891,878898,0.0189,0.9811,0,13,21,4437,0.0,0.0029,0.0047,0.9924,20545,40.127,1348,220.8,4.4
instances/asp/data/potassco-suite/laby/laby_15_15_15.lp,1,0.05,0.9569,0.0226,0.1261,0.722,0.0003,0,124086,123829,257,455433,3.6703,106916,39366,15,31644,123180,123135,30,15,0,0.9996,0.0002,0.0001,0.0,45691,16485,1360,27846,0.3608,0.0298,0.6094,332277,89258,33898,0.7296,0.196,0.0744,11987,0.0427,270.959,6.9336,512,2163,0.1914,0.8086,19601,673083,0.0283,0.9717,0,7,44,2624,0.0,0.0026,0.0164,0.9809,11947,23.334,1171,51.38,4.32
instances/asp/data/potassco-suite/laby/laby_16_16_15.lp,1,0.0482,0.957,0.0207,0.1241,0.7254,0.0002,0,150560,150270,290,552834,3.6719,129799,47355,16,38503,149062,149014,32,16,0,0.9997,0.0002,0.0001,0.0,54821,19745,1642,33434,0.3602,0.03,0.6099,403330,108397,41107,0.7296,0.1961,0.0744,21374,0.024,319.8984,5.4141,512,1841,0.2176,0.7824,8044,238629,0.0326,0.9674,0,29,71,2253,0.0,0.0123,0.0302,0.9575,21366,41.7305,915,64.37,3.4
instances/asp/data/potassco-suite/laby/laby_14_14_08.lp,1,0.0516,0.9567,0.0241,0.1272,0.7197,0.0003,0,100399,100173,226,368267,3.668,86593,32211,14,25595,99931,99889,28,14,0,0.9996,0.0003,0.0001,0.0,37715,13576,1228,22911,0.36,0.0326,0.6075,268680,72129,27458,0.7296,0.1959,0.0746,13770,0.0372,218.6914,10.1523,512,1308,0.2813,0.7187,69481,230651,0.2315,0.7685,0,18,30,1772,0.0,0.0099,0.0165,0.9736,13754,26.8633,716,78.27,5.68
instances/asp/data/potassco-suite/laby/laby_12_12_19.lp,1,0.0557,0.9562,0.0281,0.1305,0.7133,0.0004,0,62733,62563,170,229669,3.6611,54120,20644,12,15921,62765,62729,24,12,0,0.9994,0.0004,0.0002,0.0,24504,8813,854,14837,0.3597,0.0349,0.6055,167536,44983,17150,0.7295,0.1959,0.0747,5421,0.0944,67.5059,5.5117,512,947,0.3509,0.6491,37508,30114,0.5547,0.4453,0,30,42,1387,0.0,0.0206,0.0288,0.9507,5404,10.5547,369,22.04,7.98
instances/asp/data/potassco-suite/laby/laby_18_18_16.lp,1,0.046,0.9573,0.0186,0.1226,0.7285,0.0002,0,215655,215293,362,792716,3.6759,185771,66797,18,55235,212901,212847,36,18,0,0.9997,0.0002,0.0001,0.0,76523,27618,2069,46836,0.3609,0.027,0.6121,578393,155407,58916,0.7296,0.196,0.0743,23842,0.0215,605.0703,5.3438,512,2799,0.1546,0.8454,10873,190511,0.054,0.946,0,37,40,3234,0.0,0.0112,0.0121,0.9767,23826,46.5352,1623,357.0,5.03
instances/asp/data/potassco-suite/laby/laby_14_14_02.lp,1,0.0512,0.9566,0.0236,0.1262,0.7209,0.0003,0,100296,100070,226,367814,3.6673,86537,32151,14,25583,99700,99658,28,14,0,0.9996,0.0003,0.0001,0.0,37670,13550,1244,22876,0.3597,0.033,0.6073,268330,72085,27399,0.7295,0.196,0.0745,13400,0.0382,177.6523,5.0957,512,3580,0.1251,0.8749,8448,650638,0.0128,0.9872,0,89,52,3951,0.0,0.0217,0.0127,0.9655,13356,26.0859,857,52.85,3.47
instances/asp/data/potassco-suite/laby/laby_16_16_08.lp,1,0.0483,0.957,0.0208,0.1244,0.7251,0.0002,0,150624,150334,290,553055,3.6718,129804,47378,16,38493,149137,149089,32,16,0,0.9997,0.0002,0.0001,0.0,54794,19744,1602,33448,0.3603,0.0292,0.6104,403487,108459,41109,0.7296,0.1961,0.0743,14206,0.036,336.2617,5.7949,512,3902,0.116,0.884,17869,1122240,0.0157,0.9843,0,54,69,4291,0.0,0.0122,0.0156,0.9721,14167,27.6699,1356,68.85,3.81
instances/asp/data/potassco-suite/laby/laby_18_18_14.lp,1,0.0459,0.9573,0.0185,0.1223,0.7288,0.0002,0,215711,215349,362,792895,3.6757,185827,66777,18,55245,212859,212805,36,18,0,0.9997,0.0002,0.0001,0.0,76493,27610,2058,46825,0.3609,0.0269,0.6121,578516,155450,58929,0.7296,0.1961,0.0743,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/laby/laby_10_10_16.lp,1,0.0617,0.9557,0.0342,0.1359,0.7031,0.0006,0,35980,35858,122,131412,3.6524,31058,12268,10,9081,36323,36293,20,10,0,0.9992,0.0006,0.0003,0.0,14833,5323,575,8935,0.3589,0.0388,0.6024,95852,25705,9855,0.7294,0.1956,0.075,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/laby/laby_22_22_13.lp,1,0.0426,0.9577,0.0153,0.1201,0.7335,0.0001,0,396901,396371,530,1461057,3.6812,341595,120171,22,101921,389996,389930,44,22,0,0.9998,0.0001,0.0001,0.0,135587,49022,3139,83426,0.3616,0.0232,0.6153,1066136,286488,108433,0.7297,0.1961,0.0742,18419,0.0278,1670.9551,11.0312,512,8224,0.0586,0.9414,35342,4945467,0.0071,0.9929,0,11,24,8701,0.0,0.0013,0.0027,0.996,18108,35.3672,3786,335.74,3.9
instances/asp/data/potassco-suite/laby/laby_12_12_05.lp,1,0.0552,0.9561,0.0275,0.1293,0.715,0.0004,0,62582,62412,170,229071,3.6603,54055,20593,12,15895,62553,62517,24,12,0,0.9994,0.0004,0.0002,0.0,24533,8793,902,14838,0.3584,0.0368,0.6048,167089,44910,17072,0.7294,0.1961,0.0745,5186,0.0987,86.3887,6.7637,512,1941,0.2087,0.7913,45268,277191,0.1404,0.8596,0,8,26,2419,0.0,0.0033,0.0106,0.9861,5165,10.0879,387,25.07,8.28
instances/asp/data/potassco-suite/laby/laby_14_14_10.lp,1,0.0514,0.9567,0.0239,0.1267,0.7202,0.0003,0,100323,100097,226,367978,3.6679,86566,32182,14,25593,99820,99778,28,14,0,0.9996,0.0003,0.0001,0.0,37729,13570,1254,22905,0.3597,0.0332,0.6071,268467,72079,27432,0.7296,0.1959,0.0745,9767,0.0524,112.9707,4.9922,512,2288,0.1829,0.8171,18379,262431,0.0654,0.9346,0,43,34,2723,0.0,0.0154,0.0121,0.9725,9706,18.957,555,62.85,5.85
instances/asp/data/potassco-suite/laby/laby_14_14_17.lp,1,0.0512,0.9566,0.0237,0.1264,0.7208,0.0003,0,100308,100082,226,367843,3.6671,86530,32160,14,25577,99721,99679,28,14,0,0.9996,0.0003,0.0001,0.0,37669,13545,1232,22892,0.3596,0.0327,0.6077,268347,72115,27381,0.7295,0.196,0.0744,12843,0.0399,184.8477,6.3613,512,1261,0.2888,0.7112,12448,80215,0.1343,0.8657,0,30,42,1701,0.0,0.0169,0.0237,0.9594,12740,24.8828,610,201.15,11.94
instances/asp/data/potassco-suite/laby/laby_22_22_04.lp,1,0.0425,0.9577,0.0152,0.1199,0.7338,0.0001,0,396637,396107,530,1459942,3.6808,341355,120083,22,101855,389574,389508,44,22,0,0.9998,0.0001,0.0001,0.0,135519,48996,3090,83433,0.3615,0.0228,0.6157,1065285,286387,108270,0.7297,0.1962,0.0742,25107,0.0204,1888.3555,28.3145,512,11787,0.0416,0.9584,523105,18841949,0.027,0.973,0,12,9,12278,0.0,0.001,0.0007,0.9983,24845,48.5254,5383,661.37,5.17
instances/asp/data/potassco-suite/laby/laby_22_22_15.lp,1,0.0425,0.9577,0.0152,0.1199,0.7338,0.0001,0,396749,396219,530,1460336,3.6808,341428,120100,22,101885,389668,389602,44,22,0,0.9998,0.0001,0.0001,0.0,135466,48987,3088,83391,0.3616,0.0228,0.6156,1065567,286407,108362,0.7297,0.1961,0.0742,29378,0.0174,1936.7871,7.5801,512,7462,0.0642,0.9358,13102,2348818,0.0055,0.9945,0,53,34,7887,0.0,0.0066,0.0043,0.9891,29324,57.2734,5107,121.74,3.72
instances/asp/data/potassco-suite/laby/laby_17_17_04.lp,1,0.0471,0.9571,0.0196,0.1234,0.7269,0.0002,0,181313,180988,325,666216,3.6744,156262,56554,17,46392,179279,179228,34,17,0,0.9997,0.0002,0.0001,0.0,65124,23477,1860,39787,0.3605,0.0286,0.6109,486093,130616,49507,0.7296,0.1961,0.0743,11019,0.0465,817.8945,10.6523,512,2895,0.1503,0.8497,23164,765366,0.0294,0.9706,0,17,19,3371,0.0,0.005,0.0056,0.9894,10368,20.25,1669,660.99,7.87
instances/asp/data/potassco-suite/laby/laby_13_13_20.lp,1,0.0531,0.9564,0.0256,0.1279,0.7177,0.0003,0,80132,79935,197,293673,3.6649,69169,25987,13,20394,79903,79864,26,13,0,0.9995,0.0003,0.0002,0.0,30663,11015,1067,18581,0.3592,0.0348,0.606,214243,57558,21872,0.7295,0.196,0.0745,7767,0.0659,118.2656,5.625,512,1118,0.3141,0.6859,28783,56685,0.3368,0.6632,0,34,27,1569,0.0,0.0209,0.0166,0.9626,7733,15.1035,582,27.24,7.22
instances/asp/data/potassco-suite/laby/laby_16_16_18.lp,1,0.0484,0.957,0.021,0.1246,0.7247,0.0002,0,150784,150494,290,553736,3.6724,129946,47424,16,38535,149370,149322,32,16,0,0.9997,0.0002,0.0001,0.0,54840,19774,1606,33460,0.3606,0.0293,0.6101,404008,108517,41211,0.7296,0.196,0.0744,16912,0.0303,282.9355,5.5078,512,2645,0.1622,0.8378,14739,194482,0.0704,0.9296,0,12,47,3098,0.0,0.0038,0.0149,0.9813,16863,32.9355,1119,95.57,4.41
instances/asp/data/potassco-suite/laby/laby_11_11_13.lp,1,0.0586,0.956,0.0312,0.1334,0.708,0.0005,0,48253,48108,145,176542,3.6587,41650,16134,11,12206,48536,48503,22,11,0,0.9993,0.0005,0.0002,0.0,19328,6947,713,11668,0.3594,0.0369,0.6037,128795,34553,13194,0.7295,0.1957,0.0747,6252,0.0819,55.1973,4.4727,512,1433,0.2632,0.7368,11966,113688,0.0952,0.9048,0,38,28,1879,0.0,0.0195,0.0144,0.9661,6239,12.1855,324,23.19,5.28
instances/asp/data/potassco-suite/laby/laby_14_14_18.lp,1,0.0517,0.9568,0.0242,0.1275,0.7192,0.0003,0,100512,100286,226,368676,3.668,86635,32235,14,25601,100036,99994,28,14,0,0.9996,0.0003,0.0001,0.0,37662,13580,1182,22900,0.3606,0.0314,0.608,268976,72189,27511,0.7296,0.1958,0.0746,28424,0.018,216.3809,4.127,512,1022,0.3338,0.6662,5853,127230,0.044,0.956,0,128,91,1315,0.0,0.0834,0.0593,0.8572,28403,55.4746,828,64.77,3.32
instances/asp/data/potassco-suite/laby/laby_22_22_05.lp,1,0.0425,0.9577,0.0152,0.1199,0.7337,0.0001,0,396716,396186,530,1460279,3.6809,341441,120103,22,101893,389688,389622,44,22,0,0.9998,0.0001,0.0001,0.0,135542,49004,3115,83423,0.3615,0.023,0.6155,1065543,286387,108349,0.7297,0.1961,0.0742,30255,0.0169,2998.9863,33.2832,512,8109,0.0594,0.9406,125403,2055094,0.0575,0.9425,0,11,10,8600,0.0,0.0013,0.0012,0.9976,27329,53.377,4833,2993.05,5.42
instances/asp/data/potassco-suite/laby/laby_17_17_08.lp,1,0.0471,0.9572,0.0197,0.1236,0.7266,0.0002,0,181429,181104,325,666614,3.6742,156294,56580,17,46400,179381,179330,34,17,0,0.9997,0.0002,0.0001,0.0,65066,23469,1806,39791,0.3607,0.0278,0.6115,486375,130703,49536,0.7296,0.1961,0.0743,16028,0.0319,995.9316,7.5293,512,5263,0.0887,0.9113,14794,4003429,0.0037,0.9963,0,14,29,5732,0.0,0.0024,0.005,0.9926,15998,31.2461,2566,88.93,3.49
instances/asp/data/potassco-suite/laby/laby_14_14_01.lp,1,0.0514,0.9566,0.0238,0.1267,0.7205,0.0003,0,100226,100000,226,367596,3.6677,86480,32162,14,25567,99706,99664,28,14,0,0.9996,0.0003,0.0001,0.0,37734,13566,1240,22928,0.3595,0.0329,0.6076,268182,72024,27390,0.7296,0.1959,0.0745,17292,0.0296,153.4121,4.4766,512,1480,0.257,0.743,9942,187514,0.0504,0.9496,0,72,87,1833,0.0,0.0361,0.0437,0.9202,17282,33.7539,756,49.95,3.56
instances/asp/data/potassco-suite/laby/laby_22_22_11.lp,1,0.0425,0.9577,0.0152,0.1199,0.7336,0.0001,0,396949,396419,530,1461168,3.681,341594,120142,22,101935,389904,389838,44,22,0,0.9998,0.0001,0.0001,0.0,135505,49020,3064,83421,0.3618,0.0226,0.6156,1066199,286539,108430,0.7297,0.1961,0.0742,53811,0.0095,1431.7109,6.3359,512,10593,0.0461,0.9539,21363,13993745,0.0015,0.9985,0,30,21,11054,0.0,0.0027,0.0019,0.9954,53377,104.252,6966,122.36,3.74
instances/asp/data/potassco-suite/laby/laby_16_16_20.lp,1,0.0482,0.957,0.0207,0.1241,0.7254,0.0002,0,150605,150315,290,552940,3.6715,129788,47356,16,38497,149058,149010,32,16,0,0.9997,0.0002,0.0001,0.0,54748,19729,1604,33415,0.3604,0.0293,0.6103,403391,108460,41089,0.7295,0.1962,0.0743,26234,0.0195,164.6758,4.0762,512,2294,0.1825,0.8175,10647,145430,0.0682,0.9318,0,42,45,2719,0.0,0.015,0.016,0.969,26208,51.1875,839,121.93,4.28
instances/asp/data/potassco-suite/laby/laby_20_20_18.lp,1,0.0439,0.9575,0.0165,0.1206,0.7319,0.0001,0,297075,296633,442,1092817,3.6786,255865,90815,20,76221,292338,292278,40,20,0,0.9998,0.0001,0.0001,0.0,103248,37277,2619,63352,0.361,0.0254,0.6136,797382,214325,81110,0.7297,0.1961,0.0742,31534,0.0162,1644.3691,8.6172,512,5576,0.0841,0.9159,12133,4504298,0.0027,0.9973,0,13,28,6047,0.0,0.0021,0.0046,0.9933,29857,58.3145,3653,2181.3,11.4
instances/asp/data/potassco-suite/laby/laby_11_11_08.lp,1,0.0585,0.9559,0.031,0.1333,0.7084,0.0005,0,48180,48035,145,176226,3.6577,41582,16116,11,12188,48440,48407,22,11,0,0.9993,0.0005,0.0002,0.0,19299,6929,717,11653,0.359,0.0372,0.6038,128552,34503,13171,0.7295,0.1958,0.0747,2689,0.1904,31.959,4.8887,512,630,0.4483,0.5517,18460,15380,0.5455,0.4545,0,67,28,1047,0.0,0.0587,0.0245,0.9168,2682,5.2383,259,10.04,3.86
instances/asp/data/potassco-suite/laby/laby_14_14_06.lp,1,0.0515,0.9567,0.024,0.1271,0.7198,0.0003,0,100445,100219,226,368412,3.6678,86616,32208,14,25603,99933,99891,28,14,0,0.9996,0.0003,0.0001,0.0,37677,13566,1213,22898,0.3601,0.0322,0.6077,268779,72165,27468,0.7296,0.1959,0.0746,7468,0.0687,266.1306,15.1209,513,3086,0.1425,0.8575,168941,1315910,0.1138,0.8862,0,24,27,3548,0.0,0.0067,0.0075,0.9858,7392,14.4094,506,111.39,4.45
instances/asp/data/potassco-suite/laby/laby_13_13_14.lp,1,0.0531,0.9563,0.0255,0.1279,0.7181,0.0003,0,79901,79704,197,292755,3.664,68970,25942,13,20340,79648,79609,26,13,0,0.9995,0.0003,0.0002,0.0,30666,10999,1054,18613,0.3587,0.0344,0.607,213556,57432,21767,0.7295,0.1962,0.0744,9012,0.0568,108.1816,4.4316,512,1051,0.3276,0.6724,8845,58218,0.1319,0.8681,0,57,50,1456,0.0,0.0365,0.032,0.9315,8964,17.5078,481,55.36,4.68
instances/asp/data/potassco-suite/laby/laby_19_19_07.lp,1,0.0447,0.9573,0.0173,0.1211,0.7309,0.0002,0,253998,253597,401,934044,3.6774,218950,78138,19,65150,250324,250267,38,19,0,0.9998,0.0002,0.0001,0.0,89362,32202,2479,54681,0.3604,0.0277,0.6119,681528,183203,69313,0.7297,0.1961,0.0742,33644,0.0152,1162.0078,5.2754,512,4992,0.093,0.907,7575,4717434,0.0016,0.9984,0,90,38,5376,0.0,0.0164,0.0069,0.9767,33628,65.6797,2692,45.42,2.95
instances/asp/data/potassco-suite/laby/laby_15_15_19.lp,1,0.05,0.9569,0.0226,0.126,0.722,0.0003,0,124081,123824,257,455437,3.6705,106922,39366,15,31650,123186,123141,30,15,0,0.9996,0.0002,0.0001,0.0,45707,16482,1370,27855,0.3606,0.03,0.6094,332286,89241,33910,0.7296,0.1959,0.0745,17557,0.0292,143.462,6.0877,513,3758,0.1201,0.8799,32754,855927,0.0369,0.9631,0,41,41,4189,0.0,0.0096,0.0096,0.9808,17517,34.1462,1292,43.21,5.66
instances/asp/data/potassco-suite/laby/laby_19_19_01.lp,1,0.0447,0.9573,0.0172,0.1211,0.731,0.0002,0,253879,253478,401,933502,3.677,218782,78098,19,65106,250107,250050,38,19,0,0.9998,0.0002,0.0001,0.0,89253,32178,2412,54663,0.3605,0.027,0.6125,681105,183137,69260,0.7296,0.1962,0.0742,19269,0.0266,287.5488,4.9434,512,3702,0.1215,0.8785,34147,714157,0.0456,0.9544,0,67,37,4110,0.0,0.0159,0.0088,0.9753,19267,37.6309,2075,11.12,5.32
